ess8_id,cntry,ess8_reg,nuts1,nuts2,nuts3,lrscale,rlgdgr,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,
PL000005201,PL,PL62,PL6,PL62,,8,8,3,3,5,5,3,4,4,4,4,5,3,4,4,3,4,4,3,2,4,4,4,
PL000005202,PL,PL61,PL6,PL61,,2,5,3,3,2,2,1,4,2,5,4,5,1,2,4,1,4,1,1,1,4,1,5,
PL000005205,PL,PL21,PL2,PL21,,10,8,5,5,2,5,3,5,2,3,2,5,5,3,5,2,5,2,4,2,2,2,6,
PL000005209,PL,PL11,PL1,PL11,,3,8,5,5,4,4,3,4,3,4,3,5,2,3,2,3,3,4,3,3,3,4,5,
PL000005211,PL,PL62,PL6,PL62,,10,7,1,3,1,1,2,1,5,1,4,3,1,1,1,1,3,1,4,1,1,5,1,
PL000005216,PL,PL42,PL4,PL42,,88,88,3,3,2,3,3,5,2,3,2,4,2,3,2,2,4,2,2,2,2,3,2,
PL000005219,PL,PL22,PL2,PL22,,5,7,3,5,2,5,2,3,2,2,2,5,2,1,5,2,5,2,5,4,1,1,4,
PL000005224,PL,PL61,PL6,PL61,,8,6,3,5,2,4,2,5,2,2,4,5,2,2,3,2,5,3,5,2,1,1,5,
PL000005229,PL,PL43,PL4,PL43,,5,6,2,5,2,3,1,1,2,2,2,4,2,2,5,1,5,2,4,2,2,2,4,
PL000005230,PL,PL21,PL2,PL21,,8,7,1,4,2,2,2,3,2,2,2,5,3,2,2,2,5,1,3,2,1,2,5,
PL000005232,PL,PL22,PL2,PL22,,4,6,4,3,2,2,2,2,3,3,2,2,2,2,3,2,3,2,2,2,2,2,2,
PL000005236,PL,PL43,PL4,PL43,,8,5,3,4,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,
PL000005241,PL,PL21,PL2,PL21,,5,0,2,5,1,1,1,2,1,3,3,4,1,2,2,2,4,3,2,1,2,4,3,
PL000005244,PL,PL12,PL1,PL12,,5,4,2,5,4,3,2,3,2,2,2,2,2,2,2,3,3,2,3,2,3,3,2,
PL000005249,PL,PL61,PL6,PL61,,5,8,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
PL000005253,PL,PL32,PL3,PL32,,9,6,3,5,2,3,1,4,2,4,3,6,3,1,4,2,5,3,3,2,3,3,5,
PL000005261,PL,PL61,PL6,PL61,,10,10,9,5,2,5,2,2,2,2,2,5,2,2,5,2,5,2,9,2,2,2,5,
PL000005262,PL,PL61,PL6,PL61,,5,2,4,5,1,5,3,5,3,2,2,6,1,1,4,4,3,3,6,3,3,3,4,
PL000005268,PL,PL32,PL3,PL32,,2,5,1,5,2,3,2,5,2,2,2,6,2,2,2,2,5,2,3,1,2,4,5,
PL000005289,PL,PL61,PL6,PL61,,88,5,2,4,2,3,2,2,2,3,3,4,2,3,3,2,2,3,3,3,3,2,4,
PL000005290,PL,PL42,PL4,PL42,,7,0,2,3,1,3,3,3,3,2,4,5,2,5,4,5,5,5,4,2,2,5,5,
PL000005293,PL,PL34,PL3,PL34,,88,9,3,6,2,5,2,5,3,2,2,6,2,2,6,2,6,5,6,1,1,1,6,
PL000005302,PL,PL51,PL5,PL51,,5,3,1,4,2,2,2,3,3,3,4,5,2,3,1,3,3,4,3,1,2,3,3,
PL000005303,PL,PL62,PL6,PL62,,0,8,4,3,2,2,1,2,2,2,2,4,1,1,2,1,6,2,2,1,1,1,5,
PL000005304,PL,PL31,PL3,PL31,,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
PL000005306,PL,PL11,PL1,PL11,,8,7,4,3,3,4,4,5,4,4,4,3,4,3,3,4,4,5,4,4,4,4,3,
PL000005308,PL,PL12,PL1,PL12,,3,0,2,3,3,1,5,4,6,2,4,1,1,4,2,5,3,6,4,5,4,6,1,
PL000005311,PL,PL12,PL1,PL12,,5,5,3,5,2,3,3,4,4,2,3,3,2,2,3,2,4,2,3,2,2,2,4,
PL000005316,PL,PL63,PL6,PL63,,8,10,4,5,2,3,2,3,1,2,2,3,2,3,6,2,5,3,2,1,2,1,5,
PL000005320,PL,PL63,PL6,PL63,,6,7,3,3,3,4,2,5,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,
PL000005327,PL,PL11,PL1,PL11,,88,2,5,4,1,5,1,1,3,1,2,3,1,2,2,2,3,2,1,1,1,2,1,
PL000005336,PL,PL52,PL5,PL52,,8,7,3,4,6,2,4,3,4,4,3,3,2,3,3,4,2,3,5,4,3,2,2,
PL000005338,PL,PL22,PL2,PL22,,5,0,4,2,1,1,2,4,8,4,4,1,1,1,3,1,4,6,4,1,2,5,4,
PL000005353,PL,PL41,PL4,PL41,,5,8,5,5,1,6,2,6,1,1,1,6,5,1,1,2,6,1,6,1,1,1,5,
PL000005354,PL,PL41,PL4,PL41,,88,1,2,2,3,4,3,2,3,2,4,4,1,4,4,5,3,3,3,2,2,3,4,
PL000005360,PL,PL22,PL2,PL22,,9,10,3,4,1,3,1,2,2,2,3,4,2,2,4,1,4,2,1,1,1,1,1,
PL000005364,PL,PL31,PL3,PL31,,8,6,5,5,3,3,2,4,4,3,3,3,2,3,2,2,4,4,5,2,3,2,4,
PL000005367,PL,PL62,PL6,PL62,,77,5,5,4,4,5,1,2,3,4,5,5,3,4,5,3,5,4,4,4,5,3,5,
PL000005370,PL,PL42,PL4,PL42,,5,5,1,1,3,5,2,5,4,3,3,2,1,4,3,3,5,5,2,2,2,6,3,
PL000005374,PL,PL33,PL3,PL33,,8,10,4,4,3,2,2,4,2,2,2,6,1,2,1,1,5,2,1,2,2,1,6,
PL000005381,PL,PL31,PL3,PL31,,3,7,4,3,2,2,2,2,3,5,6,4,4,1,3,2,6,5,1,1,2,2,3,
PL000005384,PL,PL42,PL4,PL42,,7,5,2,5,2,5,2,2,3,2,4,2,2,3,5,1,4,5,5,4,2,3,2,
PL000005385,PL,PL34,PL3,PL34,,8,5,2,3,1,6,1,1,1,1,1,4,2,2,4,1,5,1,1,1,1,1,5,
PL000005387,PL,PL42,PL4,PL42,,5,10,3,5,1,4,1,2,1,1,2,5,6,1,4,5,6,1,5,1,2,3,5,
PL000005391,PL,PL42,PL4,PL42,,5,0,1,5,1,3,1,5,2,2,2,3,1,1,3,1,3,2,2,1,1,3,4,
PL000005394,PL,PL32,PL3,PL32,,0,1,2,6,2,2,2,2,2,2,4,5,2,2,3,2,5,2,5,2,2,3,6,
PL000005399,PL,PL52,PL5,PL52,,9,6,3,3,3,4,3,3,3,2,3,3,2,2,2,4,3,3,2,2,3,2,3,
PL000005402,PL,PL21,PL2,PL21,,5,9,2,5,3,3,2,2,2,2,2,4,2,2,2,2,2,3,5,2,3,2,2,
PL000005403,PL,PL52,PL5,PL52,,5,5,3,5,1,2,2,5,4,2,5,6,4,2,3,5,5,6,6,2,3,2,1,
PL000005404,PL,PL61,PL6,PL61,,88,8,4,5,2,1,1,1,3,1,2,2,3,1,4,2,5,4,3,2,1,1,2,
PL000005415,PL,PL61,PL6,PL61,,1,6,2,5,1,2,2,2,2,2,2,2,2,1,3,2,2,1,1,1,3,2,2,
PL000005428,PL,PL12,PL1,PL12,,77,0,3,4,2,3,1,8,8,4,8,4,3,8,4,3,8,3,3,3,3,8,8,
PL000005431,PL,PL34,PL3,PL34,,9,7,5,1,1,3,1,3,2,3,1,3,2,2,2,1,4,3,2,1,3,2,4,
PL000005433,PL,PL63,PL6,PL63,,2,7,2,1,1,1,1,2,5,1,2,3,1,2,2,1,5,2,1,1,1,1,4,
PL000005449,PL,PL33,PL3,PL33,,8,8,3,3,3,3,2,3,3,3,2,4,3,4,4,3,3,4,4,3,4,4,3,
PL000005459,PL,PL51,PL5,PL51,,8,7,1,4,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,
PL000005464,PL,PL31,PL3,PL31,,3,7,3,4,2,3,2,4,2,3,3,5,3,2,4,2,5,2,3,3,3,3,4,
PL000005478,PL,PL43,PL4,PL43,,10,9,2,5,1,2,2,5,2,2,2,4,2,2,3,2,5,2,2,2,2,1,5,
PL000005484,PL,PL42,PL4,PL42,,5,5,5,5,4,5,4,3,4,2,3,5,2,1,4,3,5,3,5,2,1,3,4,
PL000005487,PL,PL21,PL2,PL21,,9,10,2,5,1,3,1,3,2,3,1,4,1,2,3,2,5,2,1,2,2,1,4,
PL000005504,PL,PL43,PL4,PL43,,88,2,2,3,2,3,3,3,3,2,3,3,3,2,3,2,3,3,2,3,3,3,2,
PL000005508,PL,PL42,PL4,PL42,,5,5,2,3,3,3,1,3,2,2,3,3,2,3,3,2,3,3,2,1,1,2,4,
PL000005509,PL,PL12,PL1,PL12,,5,5,2,5,2,2,3,4,2,2,2,1,2,2,2,2,5,2,2,2,2,2,2,
PL000005510,PL,PL62,PL6,PL62,,77,10,5,5,3,5,2,4,3,4,2,5,2,3,5,2,5,4,3,3,4,3,5,
PL000005513,PL,PL12,PL1,PL12,,8,4,3,5,4,5,2,3,5,2,2,4,2,2,4,2,5,2,3,2,2,2,5,
PL000005515,PL,PL12,PL1,PL12,,7,6,2,3,2,2,2,3,1,2,3,3,2,2,3,1,4,5,5,1,2,1,5,
PL000005516,PL,PL21,PL2,PL21,,8,8,4,3,1,4,1,3,2,4,2,4,2,3,4,1,6,2,2,2,3,1,3,
PL000005525,PL,PL32,PL3,PL32,,5,7,2,5,9,2,2,5,2,2,3,5,2,2,2,2,5,2,2,2,2,2,6,
PL000005529,PL,PL63,PL6,PL63,,8,6,4,4,1,2,1,4,2,1,4,5,1,2,1,1,5,1,3,1,1,3,1,
PL000005531,PL,PL33,PL3,PL33,,5,1,2,3,2,3,3,3,4,3,4,2,2,4,2,2,3,3,4,2,2,2,2,
PL000005534,PL,PL34,PL3,PL34,,5,3,3,2,2,3,1,3,2,3,3,3,1,3,2,1,4,2,2,2,3,1,4,
PL000005535,PL,PL63,PL6,PL63,,5,6,3,5,1,4,1,2,3,2,2,4,1,2,3,2,2,4,3,1,2,3,2,
PL000005539,PL,PL41,PL4,PL41,,2,5,2,4,2,4,1,1,5,2,2,4,2,3,4,1,5,2,2,2,1,2,5,
PL000005540,PL,PL22,PL2,PL22,,5,9,2,2,2,2,2,3,3,2,2,4,2,2,2,3,4,2,3,2,2,2,3,
PL000005544,PL,PL63,PL6,PL63,,8,9,4,3,2,2,3,2,4,2,2,3,2,3,2,4,2,3,1,2,2,1,2,
PL000005555,PL,PL62,PL6,PL62,,5,5,1,1,1,6,1,2,1,1,2,4,2,3,4,2,4,2,2,2,3,3,4,
PL000005562,PL,PL61,PL6,PL61,,4,6,3,3,3,4,3,3,4,3,3,4,3,3,3,2,5,4,5,3,3,3,4,
PL000005567,PL,PL12,PL1,PL12,,0,0,1,2,1,1,1,1,5,4,6,1,1,3,1,5,1,5,6,2,1,6,1,
PL000005569,PL,PL33,PL3,PL33,,10,8,2,5,2,2,3,2,5,2,5,5,2,1,2,2,3,3,5,2,2,2,3,
PL000005572,PL,PL22,PL2,PL22,,8,7,2,2,1,1,1,2,2,1,2,3,1,1,2,1,2,1,1,1,1,2,2,
PL000005583,PL,PL51,PL5,PL51,,7,8,3,5,2,6,1,3,2,2,5,5,2,2,6,1,6,2,5,1,2,1,6,
PL000005592,PL,PL32,PL3,PL32,,9,8,3,4,2,5,1,4,3,3,2,6,2,3,4,1,5,2,1,2,2,3,3,
PL000005595,PL,PL42,PL4,PL42,,5,4,4,6,3,6,1,3,3,2,4,3,1,3,4,3,4,4,4,3,3,3,4,
PL000005596,PL,PL12,PL1,PL12,,10,10,4,4,3,4,3,4,3,3,3,5,3,3,4,3,5,3,3,3,3,3,5,
PL000005599,PL,PL31,PL3,PL31,,3,2,2,3,3,2,4,3,2,1,3,4,3,4,4,3,3,2,4,4,4,4,5,
PL000005612,PL,PL22,PL2,PL22,,88,5,2,2,5,2,2,2,4,4,5,4,2,3,3,4,5,3,4,3,3,3,4,
PL000005614,PL,PL22,PL2,PL22,,10,10,2,2,2,2,1,3,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,
PL000005616,PL,PL51,PL5,PL51,,4,7,1,1,1,2,1,1,1,1,2,2,1,1,2,1,5,1,1,1,1,1,1,
PL000005623,PL,PL22,PL2,PL22,,7,3,2,2,2,1,1,2,1,2,4,3,1,1,1,1,3,3,2,1,1,3,2,
PL000005634,PL,PL33,PL3,PL33,,88,9,2,1,1,2,1,2,3,3,3,4,2,1,2,1,4,1,1,1,2,1,4,
PL000005642,PL,PL33,PL3,PL33,,7,1,2,3,3,2,1,2,3,2,4,4,1,3,2,2,4,3,5,2,3,4,4,
PL000005644,PL,PL22,PL2,PL22,,8,9,3,5,8,3,3,2,2,1,2,4,3,2,2,2,3,2,3,2,1,1,4,
PL000005653,PL,PL11,PL1,PL11,,2,0,5,3,2,2,1,1,5,2,5,3,1,1,2,1,4,2,1,1,1,3,3,
PL000005654,PL,PL61,PL6,PL61,,7,9,5,6,1,2,1,2,2,2,2,5,2,2,4,1,5,2,2,2,2,1,3,
PL000005658,PL,PL34,PL3,PL34,,88,10,4,5,2,6,2,5,3,2,2,6,1,3,5,3,6,2,2,2,2,1,6,
PL000005663,PL,PL51,PL5,PL51,,4,5,3,4,3,3,2,4,5,1,4,5,1,3,3,4,5,5,4,3,2,4,5,
PL000005666,PL,PL11,PL1,PL11,,5,2,2,3,2,2,2,3,2,2,2,4,2,2,2,2,3,2,2,2,2,2,3,
PL000005668,PL,PL41,PL4,PL41,,7,5,4,5,1,2,1,2,1,3,5,6,2,2,4,2,5,5,4,2,4,2,5,
PL000005671,PL,PL61,PL6,PL61,,0,10,4,6,1,4,1,4,1,1,1,6,1,3,5,2,6,2,5,1,1,1,4,
PL000005672,PL,PL12,PL1,PL12,,9,6,2,5,1,1,2,2,2,2,4,2,1,1,2,1,2,4,5,2,1,1,2,
PL000005675,PL,PL41,PL4,PL41,,0,10,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PL000005682,PL,PL32,PL3,PL32,,10,9,2,3,3,3,2,2,3,3,4,4,2,2,2,2,4,3,2,3,3,2,4,
PL000005683,PL,PL41,PL4,PL41,,88,88,3,2,3,4,3,4,3,4,3,4,3,3,4,3,4,4,4,3,4,4,3,
PL000005707,PL,PL61,PL6,PL61,,8,2,4,4,3,4,3,4,3,3,3,5,2,3,3,3,4,3,2,2,2,5,4,
PL000005709,PL,PL41,PL4,PL41,,3,10,3,6,1,3,1,1,1,1,2,4,5,4,2,1,6,1,5,1,1,1,5,
PL000005717,PL,PL21,PL2,PL21,,5,2,1,3,1,2,2,3,3,3,4,3,1,2,3,2,2,3,2,1,2,3,3,
PL000005721,PL,PL22,PL2,PL22,,8,5,2,2,2,2,2,4,2,3,3,3,1,1,3,2,4,2,2,2,2,2,3,
PL000005730,PL,PL21,PL2,PL21,,10,9,6,5,1,6,1,6,2,5,3,5,3,4,5,2,6,2,2,2,2,2,5,
PL000005732,PL,PL32,PL3,PL32,,4,9,2,3,3,3,2,2,3,3,4,3,2,3,4,3,4,4,3,3,3,3,4,
PL000005736,PL,PL11,PL1,PL11,,88,0,5,3,2,5,1,1,5,2,2,2,2,2,2,1,3,1,4,1,1,4,2,
PL000005750,PL,PL12,PL1,PL12,,6,5,2,3,2,2,1,2,3,2,2,3,2,2,2,1,5,3,3,2,2,2,3,
PL000005756,PL,PL21,PL2,PL21,,8,7,1,4,1,2,1,2,2,9,3,4,1,3,2,3,3,3,1,1,2,2,3,
PL000005763,PL,PL22,PL2,PL22,,8,7,4,5,1,4,1,4,2,1,3,4,1,1,4,1,5,1,1,1,1,2,3,
PL000005775,PL,PL21,PL2,PL21,,77,5,2,5,2,4,3,2,2,2,5,4,1,2,4,2,3,3,2,1,2,3,4,
PL000005777,PL,PL43,PL4,PL43,,88,5,9,3,4,3,4,3,3,4,5,2,3,4,3,4,3,5,3,4,3,3,4,
PL000005788,PL,PL41,PL4,PL41,,10,5,2,5,1,4,1,2,2,2,2,4,1,1,3,1,5,1,3,2,2,2,5,
PL000005796,PL,PL34,PL3,PL34,,1,6,2,4,2,5,4,5,2,2,4,2,2,3,3,3,3,2,3,2,3,4,4,
PL000005797,PL,PL32,PL3,PL32,,9,10,5,4,1,4,1,4,2,2,2,6,4,4,4,1,6,3,2,3,2,1,6,
PL000005801,PL,PL11,PL1,PL11,,4,5,3,5,2,4,3,2,3,2,4,4,2,2,3,2,3,2,2,2,2,2,4,
PL000005806,PL,PL11,PL1,PL11,,5,7,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,
PL000005809,PL,PL11,PL1,PL11,,88,4,2,5,1,3,1,3,3,1,3,6,2,2,5,1,6,2,5,1,2,2,6,
PL000005810,PL,PL12,PL1,PL12,,4,5,4,5,3,5,5,2,4,2,6,2,2,4,3,1,3,5,5,2,2,4,3,
PL000005819,PL,PL33,PL3,PL33,,4,8,3,3,2,3,3,2,3,3,2,2,1,2,2,3,2,3,3,3,2,3,3,
PL000005820,PL,PL21,PL2,PL21,,5,10,4,4,3,5,1,3,3,3,2,3,2,3,4,2,5,2,2,2,1,1,3,
PL000005822,PL,PL31,PL3,PL31,,5,7,3,2,4,4,1,1,2,3,2,1,1,2,1,1,1,2,5,1,3,1,2,
PL000005823,PL,PL12,PL1,PL12,,5,5,2,5,2,5,2,8,2,3,5,5,2,3,6,2,6,2,2,2,2,2,5,
PL000005824,PL,PL22,PL2,PL22,,88,8,3,6,2,2,1,2,1,2,2,2,2,1,2,1,3,1,2,1,1,2,3,
PL000005825,PL,PL41,PL4,PL41,,88,4,4,2,2,3,3,3,3,5,3,1,2,2,2,2,2,3,3,3,3,3,2,
PL000005829,PL,PL51,PL5,PL51,,5,2,4,4,1,4,1,2,2,1,1,3,1,1,4,1,3,1,2,1,1,1,2,
PL000005832,PL,PL31,PL3,PL31,,7,7,5,6,6,6,2,4,3,2,2,5,2,2,3,4,5,3,2,3,2,1,4,
PL000005834,PL,PL12,PL1,PL12,,6,7,1,6,3,4,1,5,6,2,2,4,1,3,5,2,6,3,3,2,3,2,3,
PL000005837,PL,PL22,PL2,PL22,,0,3,3,5,1,1,3,1,9,1,4,5,2,3,4,2,4,2,3,2,2,2,5,
PL000005839,PL,PL42,PL4,PL42,,3,10,2,5,1,5,2,2,2,2,5,6,1,2,4,1,4,1,3,2,2,1,5,
PL000005841,PL,PL22,PL2,PL22,,8,9,2,3,2,2,2,2,2,2,2,2,2,2,2,3,6,2,2,2,2,2,2,
PL000005845,PL,PL63,PL6,PL63,,5,7,1,2,3,3,2,1,5,4,4,3,3,3,2,3,1,2,3,1,3,4,3,
PL000005853,PL,PL34,PL3,PL34,,5,8,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,1,1,1,1,1,4,
PL000005854,PL,PL12,PL1,PL12,,7,10,3,4,1,5,1,3,2,3,2,4,2,2,3,1,5,2,2,1,2,2,5,
PL000005856,PL,PL63,PL6,PL63,,9,10,5,6,1,3,3,4,2,2,1,6,4,2,3,1,6,3,1,2,1,1,6,
PL000005862,PL,PL12,PL1,PL12,,10,10,4,3,2,4,1,4,2,4,4,4,5,2,4,1,4,2,2,2,2,2,4,
PL000005867,PL,PL12,PL1,PL12,,0,2,2,6,1,3,2,4,2,2,2,3,3,2,3,2,4,2,2,2,2,3,4,
PL000005872,PL,PL41,PL4,PL41,,5,6,2,5,2,4,2,2,2,2,2,4,2,2,2,1,4,1,5,1,1,1,4,
PL000005876,PL,PL12,PL1,PL12,,5,9,3,5,1,5,3,3,2,2,2,5,5,3,5,5,5,2,5,3,2,5,5,
PL000005877,PL,PL22,PL2,PL22,,5,5,3,3,4,2,2,3,2,2,5,3,2,2,3,2,4,3,2,2,2,3,2,
PL000005885,PL,PL21,PL2,PL21,,5,6,1,3,1,3,1,5,4,1,3,4,2,2,4,9,4,2,1,2,1,1,5,
PL000005892,PL,PL21,PL2,PL21,,5,10,3,6,2,3,2,2,2,2,1,6,3,2,2,2,5,2,5,2,2,2,6,
PL000005900,PL,PL33,PL3,PL33,,5,6,3,3,2,3,2,3,2,2,2,2,2,3,3,2,4,2,3,2,2,2,3,
PL000005903,PL,PL31,PL3,PL31,,5,10,3,3,1,3,3,2,2,2,4,2,2,3,2,2,2,2,2,3,1,4,2,
PL000005907,PL,PL21,PL2,PL21,,5,0,2,6,1,3,3,1,1,2,5,3,1,2,2,3,1,3,4,2,2,6,3,
PL000005911,PL,PL62,PL6,PL62,,5,7,4,3,3,4,4,2,3,3,3,4,2,3,3,3,4,3,5,3,3,3,3,
PL000005918,PL,PL43,PL4,PL43,,7,9,3,3,3,3,3,5,2,3,3,5,2,3,3,3,5,2,2,2,2,2,6,
PL000005921,PL,PL32,PL3,PL32,,10,7,2,5,3,2,2,5,2,2,2,5,2,3,3,2,4,2,2,2,2,2,4,
PL000005928,PL,PL11,PL1,PL11,,0,8,2,8,2,4,2,4,3,3,3,4,3,3,4,2,8,3,4,2,2,2,8,
PL000005932,PL,PL12,PL1,PL12,,6,8,4,4,2,3,2,3,2,2,3,4,2,3,2,2,5,2,4,2,2,2,4,
PL000005934,PL,PL62,PL6,PL62,,7,9,5,5,2,4,2,3,3,4,2,5,3,2,4,2,5,2,2,2,3,2,5,
PL000005938,PL,PL31,PL3,PL31,,10,9,2,5,2,5,2,2,2,2,2,4,2,2,3,2,6,2,2,2,2,2,3,
PL000005940,PL,PL22,PL2,PL22,,8,5,5,4,3,5,1,6,3,3,4,4,4,4,5,2,6,4,3,2,3,2,5,
PL000005951,PL,PL11,PL1,PL11,,5,1,5,2,2,5,1,2,5,2,5,3,1,3,2,1,6,2,1,2,1,4,3,
PL000005967,PL,PL12,PL1,PL12,,0,5,2,5,3,5,2,2,2,2,2,5,2,2,3,1,5,2,5,2,2,2,5,
PL000005974,PL,PL43,PL4,PL43,,2,9,3,4,3,3,2,2,2,2,2,3,3,3,3,3,4,3,3,3,2,2,3,
PL000005992,PL,PL31,PL3,PL31,,88,10,2,5,2,5,2,8,3,2,2,2,5,2,5,5,6,2,2,2,2,2,6,
PL000005995,PL,PL62,PL6,PL62,,88,9,6,6,1,6,2,1,1,1,1,6,2,2,3,2,4,3,2,1,3,2,4,
PL000006007,PL,PL21,PL2,PL21,,7,8,3,5,1,3,1,4,1,1,2,5,1,1,3,1,5,2,2,1,3,2,5,
PL000006014,PL,PL33,PL3,PL33,,6,5,2,3,2,3,2,2,2,2,4,4,1,2,3,2,4,2,2,2,2,2,4,
PL000006015,PL,PL21,PL2,PL21,,3,2,2,3,1,1,1,3,3,2,5,3,1,2,2,2,3,3,2,1,1,2,3,
PL000006021,PL,PL12,PL1,PL12,,3,3,2,5,3,5,2,1,2,3,6,2,1,1,5,1,3,2,5,1,1,1,1,
PL000006022,PL,PL41,PL4,PL41,,88,10,2,5,1,5,1,2,4,2,4,2,4,1,4,1,4,1,2,1,1,4,1,
PL000006032,PL,PL22,PL2,PL22,,5,5,4,4,4,5,4,3,4,5,4,2,4,5,6,5,5,4,8,1,1,3,4,
PL000006041,PL,PL63,PL6,PL63,,5,5,3,5,1,2,1,5,1,3,2,5,1,3,3,1,5,2,2,2,1,1,4,
PL000006054,PL,PL21,PL2,PL21,,6,9,2,4,2,3,1,1,2,5,1,4,2,1,3,2,5,3,1,2,2,2,4,
PL000006062,PL,PL61,PL6,PL61,,4,5,3,3,2,2,1,3,2,2,2,4,2,3,2,2,5,2,2,3,3,2,4,
PL000006064,PL,PL21,PL2,PL21,,5,7,3,4,2,3,1,3,3,3,2,4,1,2,4,1,4,2,1,3,2,2,4,
PL000006073,PL,PL51,PL5,PL51,,8,5,3,5,2,5,2,4,3,2,3,5,2,3,4,2,5,2,4,2,2,2,5,
PL000006079,PL,PL31,PL3,PL31,,88,7,2,5,2,4,1,4,5,2,2,5,3,2,3,2,5,2,5,2,2,2,6,
PL000006088,PL,PL52,PL5,PL52,,88,77,3,5,1,3,1,3,2,1,4,6,2,2,2,1,4,3,3,1,1,3,4,
PL000006090,PL,PL11,PL1,PL11,,4,8,5,2,2,5,2,4,4,3,5,5,2,2,5,1,6,3,1,1,1,4,6,
PL000006091,PL,PL33,PL3,PL33,,9,6,5,5,5,5,4,5,5,4,4,4,2,4,3,3,3,2,4,3,3,3,4,
PL000006099,PL,PL51,PL5,PL51,,5,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
PL000006102,PL,PL62,PL6,PL62,,8,7,3,4,2,4,2,2,2,2,2,5,2,3,5,2,5,2,2,2,4,2,5,
PL000006103,PL,PL32,PL3,PL32,,8,8,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,3,
PL000006111,PL,PL11,PL1,PL11,,5,6,2,3,2,3,2,2,2,2,2,3,2,3,2,2,3,2,2,2,2,2,3,
PL000006117,PL,PL22,PL2,PL22,,0,5,2,4,1,2,1,2,2,2,1,1,1,1,2,2,1,2,1,1,2,1,1,
PL000006122,PL,PL51,PL5,PL51,,3,0,3,3,2,2,2,2,2,1,5,5,1,2,2,2,2,3,3,2,2,5,3,
PL000006126,PL,PL51,PL5,PL51,,8,7,2,4,1,5,1,1,2,2,1,5,2,3,4,1,4,2,2,1,1,1,3,
PL000006129,PL,PL12,PL1,PL12,,5,2,2,5,1,4,4,2,2,4,2,3,1,2,5,2,5,2,4,2,1,2,5,
PL000006131,PL,PL32,PL3,PL32,,9,5,5,6,5,4,5,6,4,5,3,5,3,4,5,4,5,6,2,3,4,5,3,
PL000006139,PL,PL12,PL1,PL12,,6,6,2,4,1,1,1,2,1,1,6,3,1,2,2,1,5,1,2,1,1,1,5,
PL000006152,PL,PL34,PL3,PL34,,8,5,4,1,1,3,5,1,2,2,5,3,1,3,2,2,3,3,4,2,2,2,2,
PL000006153,PL,PL21,PL2,PL21,,3,1,1,5,3,2,2,4,3,3,3,3,1,2,2,3,3,3,1,2,3,4,3,
PL000006154,PL,PL21,PL2,PL21,,8,10,4,4,1,4,1,6,1,4,1,5,2,1,5,1,6,2,1,2,9,1,5,
PL000006159,PL,PL41,PL4,PL41,,5,10,5,3,2,5,1,2,2,2,2,4,2,2,5,1,5,2,5,2,2,1,6,
PL000006167,PL,PL22,PL2,PL22,,88,3,2,2,3,2,2,3,2,3,4,2,1,2,2,2,4,3,1,1,2,1,2,
PL000006174,PL,PL22,PL2,PL22,,77,10,2,2,1,6,1,4,1,1,1,6,1,1,6,1,6,1,1,1,1,1,6,
PL000006184,PL,PL12,PL1,PL12,,10,9,3,4,2,3,2,4,2,3,2,4,2,2,3,2,4,2,3,2,2,2,3,
PL000006193,PL,PL51,PL5,PL51,,7,3,5,6,2,5,4,2,4,2,1,5,4,2,2,2,4,5,2,2,4,2,4,
PL000006201,PL,PL11,PL1,PL11,,77,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
PL000006203,PL,PL51,PL5,PL51,,88,10,2,1,1,4,1,2,2,2,2,2,2,1,5,1,4,1,1,2,1,2,2,
PL000006205,PL,PL21,PL2,PL21,,5,8,1,5,1,1,2,2,2,3,2,2,1,1,3,2,3,3,5,1,1,1,3,
PL000006209,PL,PL11,PL1,PL11,,5,99,4,4,3,4,3,4,2,3,3,4,3,3,3,2,4,2,3,2,2,2,3,
PL000006210,PL,PL22,PL2,PL22,,10,10,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PL000006213,PL,PL12,PL1,PL12,,77,5,1,5,2,4,1,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,3,
