ess8_id,cntry,ess8_reg,nuts1,nuts2,nuts3,lrscale,rlgdgr,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,
AT000000001,AT,AT13,AT1,AT13,,0,0,2,6,1,2,2,3,5,1,2,4,3,1,2,6,3,6,1,1,1,6,3,
AT000000002,AT,AT13,AT1,AT13,,1,0,3,6,2,3,5,3,5,3,4,3,2,3,3,4,5,5,2,2,2,5,5,
AT000000004,AT,AT31,AT3,AT31,,5,6,3,5,2,4,1,6,5,2,3,2,2,3,6,1,6,3,3,1,2,2,3,
AT000000006,AT,AT13,AT1,AT13,,0,7,2,3,2,2,2,3,3,2,2,2,2,3,3,2,3,4,2,2,3,2,2,
AT000000010,AT,AT22,AT2,AT22,,5,10,3,4,1,4,3,3,5,3,1,1,1,1,3,4,5,2,3,1,1,4,1,
AT000000011,AT,AT21,AT2,AT21,,5,9,3,5,1,3,1,4,1,2,1,3,4,1,3,1,6,2,3,2,2,2,3,
AT000000012,AT,AT12,AT1,AT12,,4,5,2,5,2,6,3,5,4,3,1,2,2,2,4,3,5,3,2,5,4,3,2,
AT000000013,AT,AT22,AT2,AT22,,5,6,3,5,2,4,2,4,3,2,4,3,1,1,3,2,5,2,2,1,1,1,3,
AT000000014,AT,AT31,AT3,AT31,,5,0,3,5,4,3,3,2,3,4,3,3,3,3,4,3,4,3,3,3,4,4,3,
AT000000015,AT,AT13,AT1,AT13,,5,4,3,4,4,3,2,1,2,3,2,2,3,1,4,2,4,3,3,2,2,3,2,
AT000000016,AT,AT22,AT2,AT22,,5,10,5,5,1,5,1,3,5,2,1,3,3,1,5,1,3,1,1,1,3,5,4,
AT000000017,AT,AT13,AT1,AT13,,8,0,3,4,2,3,2,2,3,2,4,3,2,2,2,2,4,2,2,2,3,5,3,
AT000000018,AT,AT31,AT3,AT31,,8,5,2,3,3,3,4,1,2,4,1,1,1,1,1,1,2,2,2,1,2,1,1,
AT000000019,AT,AT31,AT3,AT31,,5,6,2,2,2,3,2,3,4,3,3,2,2,2,3,2,4,3,3,2,1,3,2,
AT000000021,AT,AT21,AT2,AT21,,88,6,5,2,3,6,2,6,4,5,2,3,3,3,5,3,5,4,6,3,3,3,5,
AT000000022,AT,AT31,AT3,AT31,,6,1,4,5,1,2,1,3,1,1,1,3,1,1,3,1,5,1,2,1,1,3,1,
AT000000023,AT,AT13,AT1,AT13,,3,0,1,2,2,2,2,1,2,2,6,1,1,2,1,2,2,4,2,1,3,4,1,
AT000000024,AT,AT13,AT1,AT13,,7,3,4,4,4,2,1,6,2,3,1,1,1,3,2,1,5,2,1,3,2,3,2,
AT000000028,AT,AT33,AT3,AT33,,4,3,2,3,1,1,1,4,4,1,3,2,1,2,4,2,6,2,2,1,1,3,3,
AT000000029,AT,AT13,AT1,AT13,,9,0,5,6,2,5,1,3,3,2,5,4,2,2,5,2,3,3,2,2,2,3,3,
AT000000030,AT,AT12,AT1,AT12,,6,5,5,5,4,4,1,5,1,3,4,1,1,1,3,1,6,1,1,1,5,2,5,
AT000000032,AT,AT22,AT2,AT22,,7,5,3,3,3,3,3,4,4,4,4,4,1,3,3,3,5,1,3,3,3,3,3,
AT000000034,AT,AT12,AT1,AT12,,9,1,1,2,3,2,1,3,2,3,2,3,3,3,1,1,1,3,2,2,2,2,3,
AT000000039,AT,AT31,AT3,AT31,,10,8,2,3,1,2,2,3,1,2,1,1,1,2,2,1,1,3,3,2,2,1,1,
AT000000042,AT,AT21,AT2,AT21,,5,1,3,1,3,2,2,4,2,4,1,4,3,1,2,1,3,1,2,2,2,4,3,
AT000000043,AT,AT22,AT2,AT22,,5,10,1,2,1,1,1,1,5,1,4,1,1,1,1,1,4,1,5,1,1,3,1,
AT000000045,AT,AT32,AT3,AT32,,2,6,3,3,1,2,1,5,3,3,4,2,3,1,3,1,4,2,1,1,1,1,2,
AT000000048,AT,AT12,AT1,AT12,,5,7,5,5,2,2,1,2,2,2,2,2,1,2,5,2,5,1,2,2,2,2,2,
AT000000049,AT,AT12,AT1,AT12,,5,6,1,5,2,6,1,1,1,1,2,2,2,1,2,1,6,2,4,2,2,1,2,
AT000000050,AT,AT32,AT3,AT32,,3,8,1,4,1,4,1,1,6,1,2,1,1,1,5,1,5,4,4,1,1,3,1,
AT000000052,AT,AT32,AT3,AT32,,5,3,2,3,3,2,3,3,4,3,4,3,4,2,4,3,3,3,3,3,4,4,4,
AT000000053,AT,AT33,AT3,AT33,,5,5,2,6,1,2,3,2,2,2,2,2,3,3,4,2,3,2,2,2,3,3,2,
AT000000054,AT,AT12,AT1,AT12,,4,7,1,5,1,2,2,2,5,2,2,1,1,2,2,2,3,2,3,2,1,3,2,
AT000000056,AT,AT13,AT1,AT13,,5,5,3,4,3,3,2,3,5,3,3,2,2,2,4,3,4,3,3,3,3,3,3,
AT000000057,AT,AT32,AT3,AT32,,5,6,4,3,3,4,3,4,4,3,4,4,4,4,3,3,4,3,4,4,4,3,4,
AT000000058,AT,AT22,AT2,AT22,,88,7,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,3,4,3,
AT000000060,AT,AT22,AT2,AT22,,4,6,4,4,1,4,2,5,1,1,2,1,3,1,5,1,6,1,2,1,1,4,1,
AT000000061,AT,AT31,AT3,AT31,,77,6,2,4,3,2,3,4,4,3,4,3,4,2,3,3,3,4,3,4,4,3,4,
AT000000062,AT,AT33,AT3,AT33,,88,8,1,4,2,3,1,3,4,2,3,3,2,1,3,2,4,1,2,1,1,1,3,
AT000000063,AT,AT33,AT3,AT33,,2,7,1,3,1,1,1,2,4,2,1,2,1,1,3,1,4,1,3,1,2,4,3,
AT000000064,AT,AT12,AT1,AT12,,0,8,6,6,1,4,1,6,1,4,2,7,2,2,4,1,6,1,1,1,1,2,6,
AT000000065,AT,AT12,AT1,AT12,,6,3,2,6,3,3,2,3,2,1,3,3,3,3,2,8,5,1,3,4,3,4,2,
AT000000066,AT,AT33,AT3,AT33,,4,9,3,4,1,5,1,6,3,5,3,2,1,4,2,1,6,2,6,6,2,4,2,
AT000000067,AT,AT34,AT3,AT34,,5,6,2,3,2,3,1,3,2,1,3,3,2,2,3,1,6,2,2,1,2,2,3,
AT000000068,AT,AT22,AT2,AT22,,77,6,4,7,7,4,1,4,3,2,2,3,2,1,3,2,4,1,1,1,1,2,2,
AT000000071,AT,AT22,AT2,AT22,,7,9,4,6,1,2,1,4,3,3,5,4,1,1,2,1,4,1,2,1,2,1,4,
AT000000072,AT,AT31,AT3,AT31,,88,5,4,4,2,4,1,4,3,3,2,3,2,2,4,2,6,2,3,2,3,2,4,
AT000000074,AT,AT13,AT1,AT13,,0,1,3,1,2,2,2,2,3,1,1,1,2,2,1,1,1,1,3,3,2,2,3,
AT000000075,AT,AT34,AT3,AT34,,9,2,2,3,3,1,1,3,2,2,3,3,1,3,2,1,4,2,1,1,3,1,3,
AT000000076,AT,AT31,AT3,AT31,,2,0,6,4,2,4,1,4,2,3,2,2,3,2,3,1,4,2,3,2,3,2,3,
AT000000079,AT,AT31,AT3,AT31,,5,5,3,1,3,6,5,6,6,4,6,6,4,3,3,5,5,1,4,1,1,1,4,
AT000000080,AT,AT31,AT3,AT31,,6,2,1,3,2,2,3,2,4,2,3,2,2,2,2,2,3,4,2,2,2,3,2,
AT000000081,AT,AT31,AT3,AT31,,77,8,3,4,2,3,1,3,3,3,2,3,2,1,4,1,3,2,2,1,2,2,3,
AT000000082,AT,AT34,AT3,AT34,,7,8,4,5,4,3,3,5,4,2,2,5,3,3,3,1,5,5,3,3,3,2,4,
AT000000083,AT,AT13,AT1,AT13,,77,3,1,5,1,3,1,1,3,4,3,3,2,2,2,2,3,2,2,2,2,4,3,
AT000000084,AT,AT31,AT3,AT31,,88,0,4,5,2,5,1,2,2,3,2,1,5,1,3,1,3,3,6,1,2,5,2,
AT000000086,AT,AT13,AT1,AT13,,3,0,2,5,1,3,1,2,3,2,3,3,2,2,2,2,3,2,2,1,2,4,3,
AT000000089,AT,AT31,AT3,AT31,,6,2,1,2,3,2,3,2,3,3,4,1,1,2,1,2,3,3,2,2,2,4,2,
AT000000090,AT,AT12,AT1,AT12,,4,5,3,4,3,2,2,3,3,2,2,3,3,2,3,3,5,3,3,2,2,2,2,
AT000000093,AT,AT13,AT1,AT13,,4,1,3,4,1,2,3,2,4,3,3,3,3,2,3,2,2,5,2,1,1,4,3,
AT000000094,AT,AT31,AT3,AT31,,10,6,1,3,4,2,1,4,2,3,1,3,2,4,3,2,4,1,3,3,4,1,5,
AT000000097,AT,AT22,AT2,AT22,,5,3,2,5,3,3,2,2,5,2,5,2,2,3,2,2,3,4,4,1,2,3,1,
AT000000101,AT,AT31,AT3,AT31,,9,2,2,6,4,5,3,1,4,3,4,1,1,3,3,1,3,3,3,2,3,3,1,
AT000000102,AT,AT31,AT3,AT31,,4,4,2,5,3,1,2,4,3,3,3,3,1,2,2,2,4,1,1,1,3,4,4,
AT000000104,AT,AT21,AT2,AT21,,6,7,3,4,2,5,3,4,2,5,3,4,2,3,4,2,5,4,3,2,2,2,6,
AT000000106,AT,AT31,AT3,AT31,,6,5,3,3,3,2,3,5,3,3,2,3,3,2,3,3,3,3,4,3,2,2,3,
AT000000110,AT,AT34,AT3,AT34,,5,3,2,2,2,2,2,1,2,2,2,2,2,2,3,2,3,2,3,3,2,3,3,
AT000000111,AT,AT22,AT2,AT22,,88,7,1,3,2,1,1,1,5,8,2,1,3,1,3,2,5,2,8,1,3,5,2,
AT000000112,AT,AT22,AT2,AT22,,77,10,3,4,3,3,4,4,3,3,5,5,5,1,3,3,3,3,1,1,3,3,5,
AT000000113,AT,AT33,AT3,AT33,,2,0,2,3,1,3,3,2,4,2,4,2,1,3,2,3,4,4,3,3,2,4,4,
AT000000116,AT,AT22,AT2,AT22,,6,5,5,5,1,5,1,3,1,2,1,3,2,1,5,1,5,1,2,2,3,1,3,
AT000000117,AT,AT13,AT1,AT13,,0,0,2,5,1,5,1,5,1,1,1,3,2,1,4,2,6,1,3,1,1,1,6,
AT000000120,AT,AT13,AT1,AT13,,5,4,2,3,2,3,2,3,2,3,3,3,2,2,3,2,4,2,2,2,1,3,3,
AT000000121,AT,AT22,AT2,AT22,,3,77,2,4,1,8,1,1,1,1,1,8,1,1,5,8,5,8,8,1,1,4,8,
AT000000122,AT,AT31,AT3,AT31,,7,3,2,5,3,2,1,4,2,1,3,2,2,1,2,1,4,1,2,2,3,3,4,
AT000000123,AT,AT33,AT3,AT33,,88,9,6,6,2,5,2,5,3,5,2,4,3,1,5,3,5,2,3,1,3,1,4,
AT000000124,AT,AT31,AT3,AT31,,5,0,2,6,4,1,1,3,2,2,1,3,1,1,2,2,6,1,1,1,2,1,3,
AT000000126,AT,AT32,AT3,AT32,,5,5,2,4,2,2,4,3,4,3,4,3,3,2,4,2,3,3,3,4,3,4,4,
AT000000127,AT,AT22,AT2,AT22,,4,5,6,6,6,6,6,6,1,1,2,3,3,1,3,2,2,1,3,3,4,4,3,
AT000000128,AT,AT12,AT1,AT12,,3,6,2,2,2,1,5,1,3,4,4,2,1,3,1,4,1,3,5,1,2,5,2,
AT000000132,AT,AT13,AT1,AT13,,1,7,2,2,2,3,3,6,2,2,3,2,2,1,2,2,3,3,2,3,1,2,3,
AT000000133,AT,AT31,AT3,AT31,,88,3,3,4,3,3,4,4,4,3,4,4,4,3,3,4,3,4,4,4,4,3,4,
AT000000134,AT,AT13,AT1,AT13,,10,5,2,4,1,4,1,1,2,3,6,1,1,1,3,2,2,3,3,1,2,2,2,
AT000000135,AT,AT12,AT1,AT12,,6,5,2,4,2,1,1,3,1,1,2,1,2,1,3,1,5,1,3,1,1,2,2,
AT000000140,AT,AT12,AT1,AT12,,3,1,5,6,2,6,4,3,5,2,4,5,3,3,6,4,2,6,5,3,8,5,1,
AT000000144,AT,AT13,AT1,AT13,,4,7,1,5,1,4,1,3,5,1,4,2,1,2,4,1,6,4,2,1,1,3,3,
AT000000147,AT,AT31,AT3,AT31,,4,8,4,5,2,2,3,4,2,3,3,4,4,3,2,2,2,4,3,4,3,5,4,
AT000000152,AT,AT13,AT1,AT13,,2,7,2,1,4,1,3,2,3,1,1,1,3,2,1,1,2,1,2,2,3,1,1,
AT000000155,AT,AT13,AT1,AT13,,2,4,2,5,1,4,2,2,1,1,2,3,1,1,2,1,6,2,2,1,1,1,6,
AT000000157,AT,AT32,AT3,AT32,,5,9,1,1,6,1,1,1,1,1,6,1,1,2,1,1,6,1,1,3,1,1,3,
AT000000159,AT,AT32,AT3,AT32,,5,4,3,2,3,3,4,4,4,3,4,4,4,3,4,4,4,4,5,4,5,4,4,
AT000000160,AT,AT33,AT3,AT33,,9,10,3,5,2,3,3,2,3,3,3,2,3,2,2,3,3,3,2,3,3,2,3,
AT000000161,AT,AT13,AT1,AT13,,2,0,2,3,2,2,2,2,3,2,4,3,3,2,2,2,4,2,2,2,2,4,3,
AT000000162,AT,AT31,AT3,AT31,,4,3,3,4,1,4,1,4,4,1,3,3,1,1,4,2,4,3,3,1,2,3,4,
AT000000166,AT,AT32,AT3,AT32,,4,6,2,4,3,3,4,4,3,3,4,3,4,2,5,2,5,3,4,3,4,3,4,
AT000000167,AT,AT22,AT2,AT22,,88,7,5,5,1,5,1,5,5,1,1,5,5,2,5,1,5,1,3,1,2,1,5,
AT000000169,AT,AT32,AT3,AT32,,5,3,2,4,1,3,2,2,3,2,3,2,3,4,3,4,5,4,3,3,2,3,3,
AT000000171,AT,AT12,AT1,AT12,,4,7,3,1,1,3,4,3,1,3,3,2,3,4,2,1,3,3,2,2,3,2,3,
AT000000172,AT,AT33,AT3,AT33,,4,10,2,4,1,2,1,3,4,4,2,1,1,3,3,2,5,3,2,2,2,1,3,
AT000000173,AT,AT31,AT3,AT31,,5,0,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,3,3,2,2,2,2,
AT000000174,AT,AT12,AT1,AT12,,3,0,2,4,1,3,1,4,1,1,4,1,1,1,3,1,6,1,1,1,1,4,5,
AT000000177,AT,AT22,AT2,AT22,,3,6,2,5,1,3,4,1,6,2,4,2,2,2,2,1,1,4,3,1,2,3,2,
AT000000178,AT,AT12,AT1,AT12,,7,1,2,5,2,3,3,1,5,2,4,2,1,1,1,1,2,4,3,1,4,4,2,
AT000000180,AT,AT32,AT3,AT32,,4,4,4,3,2,2,3,3,4,3,3,3,4,4,3,3,4,3,4,4,4,3,4,
AT000000181,AT,AT12,AT1,AT12,,0,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,
AT000000186,AT,AT12,AT1,AT12,,7,5,2,5,2,2,2,5,2,3,2,5,2,3,2,3,5,3,5,2,2,1,5,
AT000000189,AT,AT11,AT1,AT11,,4,10,1,5,1,4,1,2,1,1,2,1,2,1,2,1,2,2,3,1,1,1,2,
AT000000192,AT,AT32,AT3,AT32,,5,9,1,4,1,2,1,2,4,1,3,2,1,2,2,1,3,2,2,1,1,1,2,
AT000000194,AT,AT32,AT3,AT32,,4,7,3,4,3,4,4,4,3,4,4,4,4,4,3,4,4,3,4,3,4,3,4,
AT000000195,AT,AT31,AT3,AT31,,6,3,2,4,2,2,2,2,4,3,3,3,2,2,3,2,4,3,3,2,2,3,3,
AT000000199,AT,AT13,AT1,AT13,,5,5,1,2,1,1,1,1,3,2,1,1,1,1,1,2,3,5,2,1,1,2,1,
AT000000200,AT,AT31,AT3,AT31,,5,6,2,3,3,2,3,4,4,3,3,4,3,3,3,2,3,2,3,3,4,3,3,
AT000000201,AT,AT31,AT3,AT31,,6,10,4,3,3,3,1,3,3,4,4,3,3,3,3,2,4,2,2,2,1,1,3,
AT000000203,AT,AT13,AT1,AT13,,8,8,3,3,2,3,3,4,4,3,3,3,4,2,2,4,3,3,2,4,2,2,2,
AT000000204,AT,AT11,AT1,AT11,,3,5,3,4,3,1,1,6,2,2,1,4,1,1,4,2,6,1,1,1,2,6,1,
AT000000207,AT,AT22,AT2,AT22,,5,0,3,3,4,3,3,1,4,2,3,1,1,2,3,3,2,5,5,1,1,3,1,
AT000000209,AT,AT13,AT1,AT13,,10,8,1,5,1,3,4,3,3,5,4,4,4,4,2,3,4,5,4,4,3,4,4,
AT000000210,AT,AT13,AT1,AT13,,5,7,1,5,2,2,2,3,3,2,3,2,2,2,3,2,4,2,3,1,3,1,2,
AT000000213,AT,AT31,AT3,AT31,,8,8,3,5,2,5,4,3,6,2,3,3,2,1,5,3,6,4,3,1,3,4,4,
AT000000216,AT,AT21,AT2,AT21,,77,4,6,6,3,4,1,5,4,2,2,4,3,2,4,3,6,1,1,1,1,1,4,
AT000000219,AT,AT33,AT3,AT33,,3,4,1,4,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,
AT000000222,AT,AT21,AT2,AT21,,5,10,4,6,2,4,1,3,2,3,1,3,5,1,4,1,6,1,2,1,1,1,4,
AT000000223,AT,AT21,AT2,AT21,,7,5,3,4,3,3,2,4,3,3,4,3,4,2,4,2,5,2,2,2,3,3,3,
AT000000224,AT,AT34,AT3,AT34,,88,5,4,5,3,2,2,5,3,2,2,4,1,3,3,2,5,1,2,1,2,1,4,
AT000000225,AT,AT13,AT1,AT13,,7,10,1,4,2,3,2,4,4,1,3,3,2,1,4,2,3,1,2,1,1,3,3,
AT000000226,AT,AT33,AT3,AT33,,2,7,2,6,2,4,2,2,5,2,3,2,1,2,2,2,4,2,3,2,2,2,6,
AT000000227,AT,AT13,AT1,AT13,,4,0,1,4,1,4,4,1,5,2,3,3,1,2,3,2,2,5,3,1,2,5,2,
AT000000229,AT,AT13,AT1,AT13,,6,4,3,3,2,2,1,4,3,4,5,4,3,2,1,1,4,2,2,1,1,1,3,
AT000000230,AT,AT31,AT3,AT31,,6,10,1,5,2,4,1,2,5,3,4,2,2,1,3,1,3,3,5,1,1,1,3,
AT000000231,AT,AT13,AT1,AT13,,4,9,1,6,3,5,3,4,3,1,3,3,1,2,3,4,6,4,2,2,4,3,2,
AT000000233,AT,AT12,AT1,AT12,,4,8,1,3,1,2,2,3,5,1,3,7,1,2,4,2,4,2,2,1,1,2,7,
AT000000234,AT,AT13,AT1,AT13,,4,2,2,4,1,3,2,4,3,2,2,1,1,2,4,3,4,1,3,1,1,3,2,
AT000000236,AT,AT31,AT3,AT31,,5,1,3,5,5,3,3,4,3,2,4,3,3,3,2,5,3,3,2,2,3,3,4,
AT000000240,AT,AT31,AT3,AT31,,5,7,4,4,3,3,3,4,4,4,4,4,4,2,3,3,3,3,3,4,4,4,4,
AT000000243,AT,AT13,AT1,AT13,,2,5,3,5,5,4,6,5,6,3,4,6,2,3,5,4,4,5,3,5,2,2,3,
AT000000245,AT,AT13,AT1,AT13,,3,5,5,4,2,5,1,4,2,3,2,4,2,3,5,2,4,2,3,2,2,4,3,
AT000000247,AT,AT33,AT3,AT33,,6,3,2,6,1,5,2,6,2,6,6,2,2,1,2,5,2,2,1,6,2,4,5,
AT000000252,AT,AT32,AT3,AT32,,5,4,2,5,2,3,2,2,4,4,3,2,2,3,3,2,2,4,3,2,2,3,2,
AT000000253,AT,AT31,AT3,AT31,,77,5,6,6,3,6,1,6,6,4,6,6,3,2,4,6,6,2,6,2,1,1,4,
AT000000257,AT,AT21,AT2,AT21,,6,3,2,3,3,3,2,2,3,3,4,2,2,3,2,3,4,3,3,2,3,2,2,
AT000000258,AT,AT21,AT2,AT21,,5,5,2,5,5,4,2,4,5,2,2,2,1,2,2,1,5,2,4,2,2,2,2,
AT000000261,AT,AT31,AT3,AT31,,7,0,3,4,3,4,2,4,2,3,3,3,6,1,4,2,5,3,6,1,1,3,2,
AT000000264,AT,AT31,AT3,AT31,,4,8,2,4,1,3,2,2,4,2,3,3,2,1,5,3,2,3,3,2,1,4,3,
AT000000265,AT,AT34,AT3,AT34,,6,5,3,4,2,2,2,4,2,2,3,3,1,2,2,1,5,2,3,2,2,2,3,
AT000000266,AT,AT31,AT3,AT31,,5,7,3,5,3,5,1,3,5,2,3,3,2,4,5,1,3,4,5,2,2,2,3,
AT000000269,AT,AT13,AT1,AT13,,6,8,3,3,2,1,1,4,3,1,4,1,1,1,1,3,5,2,2,1,4,4,3,
AT000000271,AT,AT33,AT3,AT33,,9,10,2,4,2,3,1,3,2,3,3,3,2,2,3,3,4,3,3,3,3,1,3,
AT000000273,AT,AT13,AT1,AT13,,7,6,2,4,2,2,3,2,3,4,4,2,5,3,3,3,3,3,2,2,2,2,3,
AT000000277,AT,AT13,AT1,AT13,,7,2,2,2,2,2,2,2,3,2,5,2,3,3,3,2,4,2,2,2,2,3,2,
AT000000279,AT,AT13,AT1,AT13,,3,1,3,2,2,3,3,2,4,3,5,1,1,1,2,3,2,1,2,2,2,3,2,
AT000000284,AT,AT31,AT3,AT31,,5,2,3,5,4,1,1,3,1,2,1,3,1,2,1,2,5,1,1,1,3,3,1,
AT000000288,AT,AT22,AT2,AT22,,5,5,2,4,2,5,1,2,4,2,3,3,3,1,5,2,5,2,5,2,2,2,3,
AT000000291,AT,AT22,AT2,AT22,,77,10,2,6,1,1,1,1,6,1,1,1,1,1,5,3,5,1,1,1,1,1,8,
AT000000293,AT,AT12,AT1,AT12,,5,1,3,4,3,3,3,3,3,3,3,3,2,3,4,3,4,2,3,2,3,3,4,
AT000000295,AT,AT33,AT3,AT33,,2,0,2,6,1,5,1,6,5,2,4,2,2,2,5,1,6,2,2,1,2,2,4,
AT000000297,AT,AT12,AT1,AT12,,6,2,2,4,2,2,2,3,2,2,2,3,2,1,5,2,5,2,3,1,1,2,3,
AT000000301,AT,AT21,AT2,AT21,,6,7,3,5,3,3,1,5,1,2,2,3,3,2,4,1,6,2,2,2,2,1,3,
AT000000302,AT,AT22,AT2,AT22,,77,77,6,6,6,6,3,6,6,6,5,6,8,5,7,2,6,3,3,4,4,4,4,
AT000000304,AT,AT12,AT1,AT12,,9,9,3,4,1,2,2,4,2,2,4,3,2,2,4,1,5,2,3,2,2,2,5,
AT000000305,AT,AT31,AT3,AT31,,5,0,1,4,3,3,1,5,4,3,4,3,2,3,2,4,2,2,4,3,2,3,3,
AT000000307,AT,AT31,AT3,AT31,,5,3,2,4,2,2,3,3,4,3,4,3,4,2,3,4,3,3,4,4,3,3,4,
AT000000310,AT,AT12,AT1,AT12,,5,4,3,4,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,
AT000000311,AT,AT22,AT2,AT22,,3,7,1,3,1,3,2,2,2,2,3,2,1,1,1,1,1,2,4,1,1,2,2,
AT000000314,AT,AT12,AT1,AT12,,5,9,2,4,2,3,2,3,1,2,1,1,2,1,4,1,2,2,5,1,1,4,4,
AT000000322,AT,AT13,AT1,AT13,,4,0,1,6,2,3,1,3,6,2,3,2,1,2,4,4,4,3,4,1,1,4,3,
AT000000323,AT,AT22,AT2,AT22,,77,77,2,2,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
AT000000325,AT,AT33,AT3,AT33,,1,3,4,4,3,2,3,4,3,3,3,3,2,3,3,2,4,3,2,3,3,3,3,
AT000000327,AT,AT12,AT1,AT12,,5,10,1,4,2,6,2,5,4,2,2,4,1,1,6,3,6,1,2,5,2,2,5,
AT000000331,AT,AT33,AT3,AT33,,4,4,2,5,2,4,3,3,5,2,3,4,1,2,4,2,5,5,3,1,2,2,4,
AT000000332,AT,AT12,AT1,AT12,,4,6,2,5,1,2,1,1,1,2,1,2,2,1,2,1,4,2,1,1,1,1,2,
AT000000333,AT,AT22,AT2,AT22,,6,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
AT000000334,AT,AT21,AT2,AT21,,4,6,4,4,3,5,4,5,3,4,3,3,3,4,4,3,5,4,4,3,3,2,4,
AT000000335,AT,AT13,AT1,AT13,,4,0,3,4,2,4,2,4,7,2,5,4,2,2,3,7,5,2,3,1,2,4,3,
AT000000336,AT,AT12,AT1,AT12,,6,9,2,1,4,3,3,3,4,2,3,3,3,4,2,2,3,3,4,3,2,3,4,
AT000000338,AT,AT22,AT2,AT22,,4,4,2,6,2,2,2,4,4,3,3,3,2,4,2,2,5,1,4,3,3,1,2,
AT000000339,AT,AT31,AT3,AT31,,5,5,2,6,2,2,1,4,2,2,3,3,1,2,1,2,4,1,1,1,1,1,2,
AT000000340,AT,AT12,AT1,AT12,,5,5,3,6,3,1,1,4,2,1,3,1,1,1,1,1,6,1,1,1,3,3,5,
AT000000341,AT,AT11,AT1,AT11,,6,7,2,4,1,2,1,3,2,1,4,3,2,1,3,1,3,1,1,1,1,1,3,
AT000000343,AT,AT13,AT1,AT13,,3,6,1,4,1,4,1,3,4,2,3,2,2,1,3,1,3,3,3,1,2,2,2,
AT000000345,AT,AT13,AT1,AT13,,5,7,2,6,4,4,2,4,5,2,6,3,1,4,4,2,6,4,3,4,4,4,3,
AT000000347,AT,AT21,AT2,AT21,,6,77,2,3,3,2,2,3,5,4,3,2,1,2,2,3,2,3,2,2,2,3,3,
AT000000349,AT,AT22,AT2,AT22,,2,1,3,5,1,3,4,3,6,1,3,2,1,2,3,4,2,4,5,3,3,5,3,
AT000000351,AT,AT13,AT1,AT13,,10,5,2,1,2,1,1,4,2,5,5,1,1,1,1,1,2,1,1,1,1,1,1,
AT000000352,AT,AT34,AT3,AT34,,2,6,3,4,1,3,1,3,3,2,2,4,2,2,3,1,4,2,3,1,2,2,3,
AT000000353,AT,AT31,AT3,AT31,,5,6,3,4,2,3,2,4,3,2,2,4,3,1,4,2,5,2,2,2,2,2,3,
AT000000355,AT,AT12,AT1,AT12,,9,0,2,5,2,2,2,2,4,2,4,2,2,1,1,1,2,2,6,1,4,5,2,
AT000000357,AT,AT22,AT2,AT22,,5,6,3,4,2,4,3,2,3,3,4,2,2,3,4,2,3,4,4,2,2,2,2,
AT000000358,AT,AT13,AT1,AT13,,5,9,2,1,2,6,2,6,1,2,4,1,1,1,4,4,6,2,1,1,2,2,1,
AT000000360,AT,AT13,AT1,AT13,,5,0,2,3,2,3,1,5,2,1,3,4,4,1,2,1,4,2,3,2,2,2,4,
AT000000362,AT,AT12,AT1,AT12,,5,8,6,6,2,1,2,2,2,2,1,3,4,3,2,3,4,2,1,2,3,2,4,
AT000000363,AT,AT11,AT1,AT11,,7,0,2,4,4,2,1,4,3,3,5,6,1,1,3,1,5,1,1,1,3,2,5,
AT000000364,AT,AT32,AT3,AT32,,88,1,2,4,2,4,3,3,4,2,3,2,2,3,3,4,3,2,2,2,3,3,3,
AT000000365,AT,AT31,AT3,AT31,,6,6,6,2,1,1,6,5,2,5,3,3,4,3,2,2,4,6,5,3,2,5,5,
AT000000366,AT,AT31,AT3,AT31,,5,7,1,1,2,3,2,3,1,2,1,1,1,3,2,4,1,2,2,2,1,1,2,
AT000000367,AT,AT11,AT1,AT11,,5,0,2,4,3,1,1,3,3,2,4,2,1,2,1,1,6,1,1,1,1,6,1,
AT000000368,AT,AT21,AT2,AT21,,6,8,4,4,2,3,1,5,3,2,3,3,3,2,4,1,5,2,2,1,2,1,3,
AT000000369,AT,AT22,AT2,AT22,,2,8,2,6,2,2,2,5,5,2,2,2,1,2,3,3,4,2,2,2,2,1,2,
AT000000370,AT,AT22,AT2,AT22,,3,2,1,4,1,4,2,4,5,2,4,1,1,2,2,3,4,4,3,1,1,4,3,
AT000000373,AT,AT33,AT3,AT33,,4,5,2,6,2,6,1,2,6,2,2,2,2,1,6,1,6,1,1,1,1,1,1,
AT000000375,AT,AT21,AT2,AT21,,88,6,3,5,2,4,2,5,4,3,4,5,3,2,2,3,4,1,2,2,2,2,4,
